startYear,showName,theatre,type,attendance,capacity,grossEarnings,performances
1990,Tru,Booth,Play,5500,88,134456,8
1991,Miss Saigon,Broadway,Musical,1737,100,100647,0
1991,Miss Saigon,Broadway,Musical,12160,100,634424,0
1991,Miss Saigon,Broadway,Musical,13921,100,713353,0
1991,Miss Saigon,Broadway,Musical,10973,90,573981,4
1991,Miss Saigon,Broadway,Musical,14076,101,706793,8
1991,Miss Saigon,Broadway,Musical,14065,101,714968,8
1991,Miss Saigon,Broadway,Musical,14064,101,730765,8
1991,Miss Saigon,Broadway,Musical,13896,100,766713,8
1991,Miss Saigon,Broadway,Musical,13738,99,763332,8
1991,Miss Saigon,Broadway,Musical,13897,100,769137,8
1991,Miss Saigon,Broadway,Musical,14016,101,774412,8
1991,Miss Saigon,Broadway,Musical,14088,101,771767,8
1991,Miss Saigon,Broadway,Musical,14088,101,770819,8
1991,Miss Saigon,Broadway,Musical,14088,101,771192,8
1991,Miss Saigon,Broadway,Musical,14088,101,777088,8
1991,Miss Saigon,Broadway,Musical,14088,101,779802,8
1991,Miss Saigon,Broadway,Musical,14084,101,782314,8
1991,Miss Saigon,Broadway,Musical,14088,101,781413,8
1991,Miss Saigon,Broadway,Musical,14088,101,786612,8
1991,Miss Saigon,Broadway,Musical,14088,101,782060,8
1991,Miss Saigon,Broadway,Musical,14088,101,781332,8
1991,Miss Saigon,Broadway,Musical,14088,101,784392,8
1991,Miss Saigon,Broadway,Musical,14088,101,786452,8
1991,Miss Saigon,Broadway,Musical,14088,101,786995,8
1991,Miss Saigon,Broadway,Musical,14088,101,783503,8
1991,Miss Saigon,Broadway,Musical,14088,101,781614,8
1991,Miss Saigon,Broadway,Musical,14088,101,780148,8
1991,Miss Saigon,Broadway,Musical,14088,101,776172,8
1991,Miss Saigon,Broadway,Musical,14088,101,775124,8
1991,Miss Saigon,Broadway,Musical,14088,101,776901,8
1991,Miss Saigon,Broadway,Musical,14088,101,771361,8
1991,Miss Saigon,Broadway,Musical,14088,101,777898,8
1991,Miss Saigon,Broadway,Musical,14088,101,784499,8
1991,Miss Saigon,Broadway,Musical,14088,101,780494,8
1991,Miss Saigon,Broadway,Musical,14088,101,781617,8
1991,Miss Saigon,Broadway,Musical,14088,101,779435,8
1991,Miss Saigon,Broadway,Musical,14088,101,784733,8
1991,Miss Saigon,Broadway,Musical,14088,101,782279,8
1991,Miss Saigon,Broadway,Musical,14088,101,780343,8
1991,Miss Saigon,Broadway,Musical,14088,101,778474,8
1991,Miss Saigon,Broadway,Musical,14088,101,800315,8
1992,Miss Saigon,Broadway,Musical,14088,101,837851,8
1992,Miss Saigon,Broadway,Musical,14088,101,773439,8
1992,Miss Saigon,Broadway,Musical,14082,101,735927,8
1992,Miss Saigon,Broadway,Musical,14088,101,759192,8
1992,Miss Saigon,Broadway,Musical,14088,101,741472,8
1992,Miss Saigon,Broadway,Musical,14088,101,741091,8
1992,Miss Saigon,Broadway,Musical,14088,101,750398,8
1992,Miss Saigon,Broadway,Musical,14088,101,756909,8
1992,Miss Saigon,Broadway,Musical,14088,101,746225,8
1992,Miss Saigon,Broadway,Musical,14088,101,708433,8
1992,Miss Saigon,Broadway,Musical,14088,101,708315,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,7849,90,321851,0
1992,Miss Saigon,Broadway,Musical,14088,101,710345,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,8333,95,338536,0
1992,Miss Saigon,Broadway,Musical,14088,101,712946,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,7774,89,313611,0
1992,Miss Saigon,Broadway,Musical,14088,101,710415,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,7656,87,314028,1
1992,Miss Saigon,Broadway,Musical,13773,99,699688,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,8381,96,354794,8
1992,Miss Saigon,Broadway,Musical,14019,101,700167,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,8663,99,368407,8
1992,Miss Saigon,Broadway,Musical,14088,101,705154,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,7875,90,332830,8
1992,Miss Saigon,Broadway,Musical,13953,100,699304,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,7070,81,293613,8
1992,Miss Saigon,Broadway,Musical,13938,100,697606,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,7673,88,328716,8
1992,Miss Saigon,Broadway,Musical,14025,101,704589,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,6958,79,289457,8
1992,Miss Saigon,Broadway,Musical,14088,101,706406,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,6062,69,249238,8
1992,Miss Saigon,Broadway,Musical,13912,100,706526,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,6059,69,250416,8
1992,Miss Saigon,Broadway,Musical,13596,98,691925,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,6142,70,248778,8
1992,Miss Saigon,Broadway,Musical,13956,100,703465,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,6111,70,243197,8
1992,Miss Saigon,Broadway,Musical,13916,100,701832,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,6009,69,242339,8
1992,Miss Saigon,Broadway,Musical,13930,100,709530,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,4612,53,177043,8
1992,Miss Saigon,Broadway,Musical,13409,96,681135,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,6065,69,236411,8
1992,Miss Saigon,Broadway,Musical,13337,96,681649,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,5996,68,226232,8
1992,Miss Saigon,Broadway,Musical,13303,95,676548,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,6570,75,241848,8
1992,Miss Saigon,Broadway,Musical,13546,97,689763,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,6874,78,263971,8
1992,Miss Saigon,Broadway,Musical,13447,96,685791,8
1992,A Streetcar Named Desire 92,Ethel Barrymore,Play,7836,89,312031,8
1992,Miss Saigon,Broadway,Musical,13665,98,699232,8
1992,Miss Saigon,Broadway,Musical,13963,100,712610,8
1992,Miss Saigon,Broadway,Musical,13797,99,705498,8
1992,Miss Saigon,Broadway,Musical,13465,97,691377,8
1992,Miss Saigon,Broadway,Musical,13158,94,666784,8
1992,Miss Saigon,Broadway,Musical,13105,94,670350,8
1992,Miss Saigon,Broadway,Musical,13100,94,667858,8
1992,Miss Saigon,Broadway,Musical,12919,93,652488,8
1992,Miss Saigon,Broadway,Musical,12700,91,646625,8
1992,Miss Saigon,Broadway,Musical,13194,95,661180,8
1992,Miss Saigon,Broadway,Musical,13529,97,683698,8
1992,Miss Saigon,Broadway,Musical,13313,95,654515,8
1992,Miss Saigon,Broadway,Musical,13120,94,651594,8
1992,Miss Saigon,Broadway,Musical,12968,93,639435,8
1992,Miss Saigon,Broadway,Musical,13642,98,681526,8
1992,Miss Saigon,Broadway,Musical,12888,92,633370,8
1992,Miss Saigon,Broadway,Musical,13539,97,685666,8
1992,Miss Saigon,Broadway,Musical,12958,93,657157,8
1992,Miss Saigon,Broadway,Musical,13478,97,674234,8
1992,Miss Saigon,Broadway,Musical,12555,90,642710,8
1992,Miss Saigon,Broadway,Musical,13723,98,703292,8
1993,Miss Saigon,Broadway,Musical,14086,101,761443,8
1993,Miss Saigon,Broadway,Musical,13378,96,671574,8
1993,Miss Saigon,Broadway,Musical,12016,86,589070,8
1993,Miss Saigon,Broadway,Musical,10874,78,536214,8
1993,Miss Saigon,Broadway,Musical,10546,76,512563,8
1993,Miss Saigon,Broadway,Musical,10833,78,509955,8
1993,Miss Saigon,Broadway,Musical,12068,87,568632,8
1993,Miss Saigon,Broadway,Musical,13206,95,621309,8
1993,Miss Saigon,Broadway,Musical,12962,93,588610,8
1993,Miss Saigon,Broadway,Musical,12206,88,553998,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,6346,97,210560,0
1993,Miss Saigon,Broadway,Musical,12552,90,570125,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8420,96,296596,0
1993,Miss Saigon,Broadway,Musical,12312,88,565549,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7228,82,251618,4
1993,Miss Saigon,Broadway,Musical,13531,97,619592,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8583,98,290840,8
1993,Miss Saigon,Broadway,Musical,13353,96,603463,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8591,98,317779,8
1993,Miss Saigon,Broadway,Musical,13908,100,676307,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8646,99,325603,8
1993,Miss Saigon,Broadway,Musical,13924,100,644975,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8652,99,321028,8
1993,Miss Saigon,Broadway,Musical,13757,99,633524,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8579,98,318494,8
1993,Miss Saigon,Broadway,Musical,13438,96,628406,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8689,99,331872,8
1993,Miss Saigon,Broadway,Musical,13492,97,630932,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8588,98,331250,8
1993,Miss Saigon,Broadway,Musical,13159,94,628993,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8548,97,331251,8
1993,Miss Saigon,Broadway,Musical,14021,101,688323,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8574,98,338581,8
1993,Miss Saigon,Broadway,Musical,13716,98,647086,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8593,98,341255,8
1993,Miss Saigon,Broadway,Musical,13386,96,625804,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8634,98,340862,8
1993,Miss Saigon,Broadway,Musical,13870,99,651025,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8716,99,346414,8
1993,Miss Saigon,Broadway,Musical,13853,99,648784,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8731,100,346624,8
1993,Miss Saigon,Broadway,Musical,13713,98,633514,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8719,99,353646,8
1993,Miss Saigon,Broadway,Musical,13595,97,596972,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8740,100,355128,8
1993,Miss Saigon,Broadway,Musical,13196,95,590545,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8723,99,352134,8
1993,Miss Saigon,Broadway,Musical,13658,98,612295,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8733,100,351757,8
1993,Miss Saigon,Broadway,Musical,13742,99,608814,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8723,99,351725,8
1993,Miss Saigon,Broadway,Musical,13925,100,619202,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8731,100,360077,8
1993,Miss Saigon,Broadway,Musical,13969,100,641020,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8756,100,364650,8
1993,Miss Saigon,Broadway,Musical,14026,101,660301,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8725,100,365146,8
1993,Miss Saigon,Broadway,Musical,14029,101,659943,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8721,99,360052,8
1993,Miss Saigon,Broadway,Musical,14029,101,632019,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8000,91,327304,8
1993,Miss Saigon,Broadway,Musical,13655,98,606371,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7240,83,298172,8
1993,Miss Saigon,Broadway,Musical,13276,95,624574,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7432,85,305100,8
1993,Miss Saigon,Broadway,Musical,12729,91,605308,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7186,82,283422,8
1993,Miss Saigon,Broadway,Musical,13365,96,626809,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7036,80,273342,8
1993,Miss Saigon,Broadway,Musical,13629,98,634943,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8145,93,335198,8
1993,Miss Saigon,Broadway,Musical,13815,99,650645,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8353,95,344344,8
1993,Miss Saigon,Broadway,Musical,14025,101,667721,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8339,95,346642,8
1993,Miss Saigon,Broadway,Musical,13751,99,655615,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8295,95,347809,8
1993,Miss Saigon,Broadway,Musical,13098,94,615399,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7508,86,312152,8
1993,Miss Saigon,Broadway,Musical,12711,91,595922,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7492,85,312269,8
1993,Miss Saigon,Broadway,Musical,13025,93,604762,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7815,89,325958,8
1993,Miss Saigon,Broadway,Musical,13034,93,620387,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7798,89,322909,8
1993,Miss Saigon,Broadway,Musical,13970,100,682887,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,8535,97,344759,8
1993,Miss Saigon,Broadway,Musical,12925,93,615524,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7894,90,324558,8
1993,Miss Saigon,Broadway,Musical,13319,96,644538,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,7540,86,314423,8
1993,Miss Saigon,Broadway,Musical,12015,86,575625,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,6923,79,272259,8
1993,Miss Saigon,Broadway,Musical,13487,97,631806,8
1993,The Sisters Rosensweig,Ethel Barrymore,Play,6369,73,236215,8
1994,Miss Saigon,Broadway,Musical,14088,101,763535,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,8220,94,349517,8
1994,Miss Saigon,Broadway,Musical,13583,97,650811,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5800,66,223688,8
1994,Miss Saigon,Broadway,Musical,12263,88,562189,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,6047,69,229553,8
1994,Miss Saigon,Broadway,Musical,10466,75,494369,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5379,61,207831,8
1994,Miss Saigon,Broadway,Musical,10374,74,469106,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,4876,56,190051,8
1994,Miss Saigon,Broadway,Musical,10366,74,439099,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5042,58,190222,8
1994,Miss Saigon,Broadway,Musical,11256,81,476201,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,4090,47,155438,8
1994,Miss Saigon,Broadway,Musical,12534,90,559483,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5553,63,200340,8
1994,Miss Saigon,Broadway,Musical,13347,96,530019,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5135,59,171422,8
1994,Miss Saigon,Broadway,Musical,10022,72,421757,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,4122,47,145023,8
1994,Beauty And The Beast,Palace,Musical,9018,86,410334,0
1994,Miss Saigon,Broadway,Musical,12114,87,478881,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5133,59,162131,8
1994,A Little More Magic,Belasco,Special,1999,33,42000,3
1994,Beauty And The Beast,Palace,Musical,11072,80,514041,0
1994,Miss Saigon,Broadway,Musical,13286,95,535016,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5199,59,161765,8
1994,A Little More Magic,Belasco,Special,2665,33,58000,8
1994,Beauty And The Beast,Palace,Musical,11845,85,539446,0
1994,Miss Saigon,Broadway,Musical,13560,97,557699,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,4037,46,125996,8
1994,A Little More Magic,Belasco,Special,3232,40,60000,8
1994,Beauty And The Beast,Palace,Musical,13809,99,664043,0
1994,Miss Saigon,Broadway,Musical,13792,99,608806,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5587,64,176874,8
1994,Beauty And The Beast,Palace,Musical,12456,89,602833,0
1994,Miss Saigon,Broadway,Musical,13431,96,601215,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5542,63,178818,8
1994,Beauty And The Beast,Palace,Musical,10486,75,517176,0
1994,Broken Glass,Booth,Play,4693,73,101439,0
1994,Miss Saigon,Broadway,Musical,11837,85,529194,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5184,59,175720,8
1994,Beauty And The Beast,Palace,Musical,11756,84,579078,8
1994,Broken Glass,Booth,Play,4350,67,110828,1
1994,Miss Saigon,Broadway,Musical,13724,98,621247,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5653,64,184197,8
1994,Beauty And The Beast,Palace,Musical,12819,92,640515,8
1994,Broken Glass,Booth,Play,4611,72,130235,8
1994,Miss Saigon,Broadway,Musical,12643,91,565687,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5366,61,163688,8
1994,Beauty And The Beast,Palace,Musical,13810,99,680557,8
1994,Broken Glass,Booth,Play,4820,75,137387,8
1994,Miss Saigon,Broadway,Musical,13106,94,597026,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5752,66,175704,8
1994,Beauty And The Beast,Palace,Musical,13339,96,670497,8
1994,Broken Glass,Booth,Play,5375,83,144713,8
1994,Miss Saigon,Broadway,Musical,12762,92,581270,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,6055,69,182854,8
1994,Beauty And The Beast,Palace,Musical,14135,102,699159,8
1994,Broken Glass,Booth,Play,4422,69,128673,8
1994,Miss Saigon,Broadway,Musical,13129,94,608810,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,6573,75,199905,8
1994,Beauty And The Beast,Palace,Musical,14071,101,706051,8
1994,Broken Glass,Booth,Play,4568,71,134999,8
1994,Miss Saigon,Broadway,Musical,13237,95,603264,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,6570,75,179420,8
1994,Beauty And The Beast,Palace,Musical,13922,100,700153,8
1994,Broken Glass,Booth,Play,3668,57,110708,8
1994,Miss Saigon,Broadway,Musical,12410,89,550033,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,4569,52,140373,8
1994,Beauty And The Beast,Palace,Musical,14118,101,703643,8
1994,Broken Glass,Booth,Play,4752,74,134698,8
1994,Miss Saigon,Broadway,Musical,12748,91,573191,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5491,63,154988,8
1994,Beauty And The Beast,Palace,Musical,14120,101,711816,8
1994,Broken Glass,Booth,Play,3655,57,103884,8
1994,Miss Saigon,Broadway,Musical,12287,88,554559,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,4374,50,118313,8
1994,Beauty And The Beast,Palace,Musical,14134,102,714442,8
1994,Broken Glass,Booth,Play,5046,78,155897,8
1994,Miss Saigon,Broadway,Musical,13507,97,614889,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5314,61,153316,8
1994,Beauty And The Beast,Palace,Musical,14120,101,716084,8
1994,Miss Saigon,Broadway,Musical,12978,93,552597,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,6264,71,155138,8
1994,Beauty And The Beast,Palace,Musical,14088,101,714565,8
1994,Miss Saigon,Broadway,Musical,11405,82,489894,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,5761,66,155918,8
1994,Beauty And The Beast,Palace,Musical,14144,102,715101,8
1994,Miss Saigon,Broadway,Musical,13088,94,574035,8
1994,The Sisters Rosensweig,Ethel Barrymore,Play,7357,84,196097,8
1994,Beauty And The Beast,Palace,Musical,14106,101,716171,8
1994,Miss Saigon,Broadway,Musical,13364,96,587439,8
1994,Beauty And The Beast,Palace,Musical,14071,101,710046,8
1994,Miss Saigon,Broadway,Musical,13079,94,572411,8
1994,Beauty And The Beast,Palace,Musical,14117,101,710021,8
1994,Miss Saigon,Broadway,Musical,13038,94,569929,8
1994,Beauty And The Beast,Palace,Musical,14100,101,711107,8
1994,Miss Saigon,Broadway,Musical,13815,99,608772,8
1994,Beauty And The Beast,Palace,Musical,14091,101,713730,8
1994,Miss Saigon,Broadway,Musical,13846,99,626867,8
1994,Beauty And The Beast,Palace,Musical,14134,102,715215,8
1994,Miss Saigon,Broadway,Musical,13014,93,568870,8
1994,Beauty And The Beast,Palace,Musical,14106,101,716171,8
1994,Miss Saigon,Broadway,Musical,12946,93,547750,8
1994,Beauty And The Beast,Palace,Musical,13707,98,697165,8
1994,Miss Saigon,Broadway,Musical,12870,92,541079,8
1994,Beauty And The Beast,Palace,Musical,13691,98,703344,8
1994,Miss Saigon,Broadway,Musical,12193,87,541776,8
1994,Beauty And The Beast,Palace,Musical,13811,99,701730,8
1994,Miss Saigon,Broadway,Musical,13062,94,575295,8
1994,Show Boat,Gershwin,Musical,8580,89,462220,0
1994,Beauty And The Beast,Palace,Musical,13632,98,703883,8
1994,Miss Saigon,Broadway,Musical,13205,95,585716,8
1994,Show Boat,Gershwin,Musical,14408,94,618920,1
1994,Beauty And The Beast,Palace,Musical,14130,102,702222,8
1994,Miss Saigon,Broadway,Musical,13516,97,616562,8
1994,Show Boat,Gershwin,Musical,14689,96,842636,8
1994,Beauty And The Beast,Palace,Musical,14059,101,707331,8
1994,Miss Saigon,Broadway,Musical,12904,93,617530,8
1994,Show Boat,Gershwin,Musical,15079,98,908553,8
1994,Beauty And The Beast,Palace,Musical,14104,101,706158,8
1994,Miss Saigon,Broadway,Musical,13345,96,625615,8
1994,Show Boat,Gershwin,Musical,15296,100,914673,8
1994,Beauty And The Beast,Palace,Musical,13833,99,701827,8
1994,Miss Saigon,Broadway,Musical,12505,90,572688,8
1994,Show Boat,Gershwin,Musical,15343,100,921160,8
1994,Beauty And The Beast,Palace,Musical,13873,100,706730,8
1994,Miss Saigon,Broadway,Musical,12012,86,557494,8
1994,Show Boat,Gershwin,Musical,15117,99,900007,8
1994,Sunset Boulevard,Minskoff,Musical,11872,99,717236,0
1994,The Shadow Box,Circle In The Square,Play,2218,77,45338,0
1994,Beauty And The Beast,Palace,Musical,13853,100,702281,8
1994,Miss Saigon,Broadway,Musical,12182,87,562780,8
1994,Show Boat,Gershwin,Musical,15039,98,923908,8
1994,Sunset Boulevard,Minskoff,Musical,13470,98,810629,0
1994,The Shadow Box,Circle In The Square,Play,4016,69,83349,0
1994,Beauty And The Beast,Palace,Musical,13791,99,701398,8
1994,Miss Saigon,Broadway,Musical,11999,86,537849,8
1994,Show Boat,Gershwin,Musical,15154,99,924317,8
1994,Sunset Boulevard,Minskoff,Musical,10362,87,632053,5
1994,The Shadow Box,Circle In The Square,Play,3145,54,66822,1
1994,Beauty And The Beast,Palace,Musical,14133,102,719312,8
1994,Miss Saigon,Broadway,Musical,13333,96,625612,8
1994,Show Boat,Gershwin,Musical,15344,100,969783,8
1994,Sunset Boulevard,Minskoff,Musical,12829,94,798619,8
1994,The Shadow Box,Circle In The Square,Play,2933,51,75918,8
1994,Beauty And The Beast,Palace,Musical,13883,100,700173,8
1994,Miss Saigon,Broadway,Musical,11702,84,548468,8
1994,Show Boat,Gershwin,Musical,15344,100,933366,8
1994,Sunset Boulevard,Minskoff,Musical,13673,100,817830,8
1994,The Shadow Box,Circle In The Square,Play,3153,54,74327,8
1994,Beauty And The Beast,Palace,Musical,13927,100,701289,8
1994,Miss Saigon,Broadway,Musical,12754,91,614740,8
1994,Show Boat,Gershwin,Musical,15344,100,941369,8
1994,Sunset Boulevard,Minskoff,Musical,13678,100,822596,8
1994,The Shadow Box,Circle In The Square,Play,3074,53,72292,8
1994,Beauty And The Beast,Palace,Musical,13880,100,701316,8
1994,Miss Saigon,Broadway,Musical,11559,83,534433,8
1994,Show Boat,Gershwin,Musical,15275,100,942129,8
1994,Sunset Boulevard,Minskoff,Musical,13680,100,822605,8
1994,The Shadow Box,Circle In The Square,Play,2911,50,64222,8
1994,Beauty And The Beast,Palace,Musical,13757,99,705365,8
1994,Miss Saigon,Broadway,Musical,11473,82,481346,8
1994,Show Boat,Gershwin,Musical,14733,96,946144,8
1994,Sunset Boulevard,Minskoff,Musical,13485,99,828109,8
1994,The Shadow Box,Circle In The Square,Play,2136,37,41348,8
1995,Beauty And The Beast,Palace,Musical,14175,102,749153,8
1995,Miss Saigon,Broadway,Musical,13943,89,758960,9
1995,Show Boat,Gershwin,Musical,15344,100,1021211,8
1995,Sunset Boulevard,Minskoff,Musical,11970,100,793957,7
1995,The Shadow Box,Circle In The Square,Play,4370,75,112982,8
1995,Beauty And The Beast,Palace,Musical,13942,100,707347,8
1995,Miss Saigon,Broadway,Musical,13382,96,624288,8
1995,Show Boat,Gershwin,Musical,14375,94,900038,8
1995,Sunset Boulevard,Minskoff,Musical,13680,100,826740,8
1995,Beauty And The Beast,Palace,Musical,14029,101,705869,8
1995,Miss Saigon,Broadway,Musical,13587,97,519030,8
1995,Show Boat,Gershwin,Musical,14556,95,900149,8
1995,Sunset Boulevard,Minskoff,Musical,13680,100,830400,8
1995,Beauty And The Beast,Palace,Musical,13066,94,647039,8
1995,Miss Saigon,Broadway,Musical,13015,93,498017,8
1995,Show Boat,Gershwin,Musical,14420,94,855121,8
1995,Sunset Boulevard,Minskoff,Musical,11970,100,726430,7
1995,Beauty And The Beast,Palace,Musical,12684,91,643300,8
1995,Miss Saigon,Broadway,Musical,13358,96,505514,8
1995,Show Boat,Gershwin,Musical,14157,92,848081,8
1995,Sunset Boulevard,Minskoff,Musical,13680,100,829905,8
1995,Beauty And The Beast,Palace,Musical,11347,82,567876,8
1995,Miss Saigon,Broadway,Musical,12120,87,453838,8
1995,Show Boat,Gershwin,Musical,13279,87,800193,8
1995,Sunset Boulevard,Minskoff,Musical,13680,100,821043,8
1995,Uncle Vanya,Circle In The Square,Play,1540,53,31152,0
1995,Beauty And The Beast,Palace,Musical,13012,93,648339,8
1995,Miss Saigon,Broadway,Musical,11835,85,448814,8
1995,Show Boat,Gershwin,Musical,13157,86,758329,8
1995,Smokey Joe'S Cafe,Virginia,Musical,5774,79,101075,0
1995,Sunset Boulevard,Minskoff,Musical,13411,98,804959,8
1995,Uncle Vanya,Circle In The Square,Play,3379,58,66361,0
1995,Beauty And The Beast,Palace,Musical,13779,99,674874,8
1995,Miss Saigon,Broadway,Musical,12920,93,519955,8
1995,Show Boat,Gershwin,Musical,14573,95,841911,8
1995,Smokey Joe'S Cafe,Virginia,Musical,7969,82,166231,0
1995,Sunset Boulevard,Minskoff,Musical,13306,97,803175,8
1995,Uncle Vanya,Circle In The Square,Play,3800,66,80760,0
1995,Beauty And The Beast,Palace,Musical,14030,101,676483,8
1995,Miss Saigon,Broadway,Musical,13809,99,541097,8
1995,Show Boat,Gershwin,Musical,15182,99,873122,8
1995,Smokey Joe'S Cafe,Virginia,Musical,9570,113,186108,0
1995,Sunset Boulevard,Minskoff,Musical,13680,100,819104,8
1995,Uncle Vanya,Circle In The Square,Play,2994,52,70129,5
1995,Beauty And The Beast,Palace,Musical,13038,94,672365,8
1995,Miss Saigon,Broadway,Musical,12655,91,495556,8
1995,Show Boat,Gershwin,Musical,13650,89,796472,8
1995,Smokey Joe'S Cafe,Virginia,Musical,8806,91,185723,4
1995,Sunset Boulevard,Minskoff,Musical,13680,100,792596,8
1995,Uncle Vanya,Circle In The Square,Play,1232,21,51045,8
1995,Beauty And The Beast,Palace,Musical,12778,92,659195,8
1995,Miss Saigon,Broadway,Musical,12335,88,513554,8
1995,Show Boat,Gershwin,Musical,14007,91,804972,8
1995,Smokey Joe'S Cafe,Virginia,Musical,7864,81,250386,8
1995,Sunset Boulevard,Minskoff,Musical,12996,95,569720,8
1995,Uncle Vanya,Circle In The Square,Play,2481,43,58827,8
1995,Beauty And The Beast,Palace,Musical,13300,96,676357,8
1995,Having Our Say,Booth,Play,2105,54,49791,0
